"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"5004","elena","In Progress","Translated","Aldabra Atoll","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"67728","elena","Completed","Published","Danube Delta","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism infrastructure","High Threat","1","0","2014"
"67728","elena","Completed","Published","Danube Delta","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","High Threat","1","1","2014"
"67728","elena","Completed","Published","Danube Delta","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"67728","elena","Completed","Published","Danube Delta","Climate Change and Severe Weather","Droughts","Climate change","High Threat","1","1","2014"
"67728","elena","Completed","Published","Danube Delta","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","High Threat","1","1","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Residential and Commercial Development","Housing/ Urban Areas","Development pressures","Low Threat","0","1","2014"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Residential and Commercial Development","Tourism/ Recreation Areas","Coastal development","High Threat","0","1","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Residential and Commercial Development","Housing/ Urban Areas","Coastal development","High Threat","0","1","2017"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Other","Other","Some land ownership issues appear to exist even though the entire national park is in principle Crown land, i.e. owned by the national government. There appear to be issues requiring clarification surrounding conflicting interpretations of formal versus customary land tenure and there communal land tenure on the part of Maroon communities (JCDT, 2011). One particularity of the property and the national park are land rights granted to companies and war veterans by the Forestry Department. Some appear to remain active and the implications appear to be interpreted in differing ways. According to the management plan, the ""system of leases within the park is a complex issue involving many sub-leases and numerous parties"" (JCDT, 2011). As a concrete example, the same source makes reference to land leased to the Coffee Industry Development Company (CIDCO), which apparently sub-leased land to private individuals.","Low Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Agriculture and Aquaculture","Crop production","Jamaican Blue Mountain coffee is globally renowned and highly priced, especially in its key market Japan. Increasing prices could create incentives and pressure to expand production, which could target the buffer zone and even the parts of the property.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Agriculture and Aquaculture","Crops","Jamaican Blue Mountain coffee is globally renowned and highly priced, especially in its key market Japan. Increasing prices could create incentives and pressure to expand production, which could target the buffer zone and even the parts of the property.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Climate Change and Severe Weather","Habitat Shifting/ Alteration","It is impossible to quantify the future impacts and there is no clear analysis of existing impacts which may be attributable to climate change. The current management plan plausibly argues that climate change is likely to increase the effects of existing impacts, such as land degradation which per se are not caused by climate change (JDCT, 2011). Detailed research by Bellingham et al. (1995, 1994, 1992) indicates that the remaining intact montane forests were remarkably resilient to Hurricane Gilbert which heavily hit Jamaica in 1988. The concern is that, droughts, heavy precipitation events and storms may increase in frequency and intensity.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Climate Change and Severe Weather","Droughts","It is impossible to quantify the future impacts and there is no clear analysis of existing impacts which may be attributable to climate change. The current management plan plausibly argues that climate change is likely to increase the effects of existing impacts, such as land degradation which per se are not caused by climate change (JDCT, 2011). Detailed research by Bellingham et al. (1995, 1994, 1992) indicates that the remaining intact montane forests were remarkably resilient to Hurricane Gilbert which heavily hit Jamaica in 1988. The concern is that, droughts, heavy precipitation events and storms may increase in frequency and intensity.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Climate Change and Severe Weather","Temperature extremes","It is impossible to quantify the future impacts and there is no clear analysis of existing impacts which may be attributable to climate change. The current management plan plausibly argues that climate change is likely to increase the effects of existing impacts, such as land degradation which per se are not caused by climate change (JDCT, 2011). Detailed research by Bellingham et al. (1995, 1994, 1992) indicates that the remaining intact montane forests were remarkably resilient to Hurricane Gilbert which heavily hit Jamaica in 1988. The concern is that, droughts, heavy precipitation events and storms may increase in frequency and intensity.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Climate Change and Severe Weather","Storms/Flooding","It is impossible to quantify the future impacts and there is no clear analysis of existing impacts which may be attributable to climate change. The current management plan plausibly argues that climate change is likely to increase the effects of existing impacts, such as land degradation which per se are not caused by climate change (JDCT, 2011). Detailed research by Bellingham et al. (1995, 1994, 1992) indicates that the remaining intact montane forests were remarkably resilient to Hurricane Gilbert which heavily hit Jamaica in 1988. The concern is that, droughts, heavy precipitation events and storms may increase in frequency and intensity.","High Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Energy Production and Mining","Mining/ Quarrying","There is a legal possibility of mineral exploration and extraction despite national park status. According to applicable national park regulations, mining is only illegal when occurring ""without written permission of the Authority"" (JCDT, 2011). The management plan notes prospecting licenses which were apparently granted prior to the formal establishment of the national park. Given the direct vicinity of the property and the larger national park to Jamaica's capital some observers have pointed out that there are incentives to extract construction material from the national park even though the Forest Act stipulates that extraction of ""soil, sand or gravel"" are not permitted (JCDT, 2011).","Low Threat","1","1","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism and recreation is limited and localized. There is a well-managed visitor centre and recreation area (Holywell) easily accessible from the capital city of Kingston and a number of well-known trails, such as the renowned Blue Mountain Peak Trail. Limited numbers of hikers enter the few trails into the more remote areas of the property. There are risks in terms of impacts on the extremely small grasslands on the highest peaks, which are both exceptionally valuable and vulnerable. Visitors also increase the likelihood of fires and the spreading of invasive species and there is localized littering. Visitor education and patrolling can help reduce such risks. There is apparently some interest in expanding the network of hiking trails so as to make additional remote peaks accessible which are rarely, if ever, visited today. This would put the unique plant communities of the highest elevations at risk.","Low Threat","1","1","2014"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Insurgency, civil strife and security issues","High Threat","1","0","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Natural System Modifications","Dams/ Water Management or Use","Water extraction","High Threat","1","1","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change resulting in possible habitat shifts due to temperature increases.","Data Deficient","1","1","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Impacts of alien invasive species on seabirds, flora  and terrestrial fauna (further)","Low Threat","1","0","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","1","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species, mostly terrestrial.","Very High Threat","1","1","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Energy Production and Mining","Mining/ Quarrying","Mining and mineral exploitation","Low Threat","1","1","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Climate Change and Severe Weather","Storms/Flooding","Climate change","High Threat","1","1","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Biological Resource Use","Logging/ Wood Harvesting","Charcoal Production","High Threat","0","1","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Overfishing. Loss of control over offshore external fishing activities.","High Threat","1","1","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Transportation and Service Corridors","Shipping Lanes","Grounded Cargo Ships","Low Threat","1","1","2017"
"902487","tarek","Completed","Assessment","Wadi Al-Hitan (Whale Valley)","Energy Production and Mining","Mining/ Quarrying","Illegal quarries","Data Deficient","1","0","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Transportation and Service Corridors","Roads/ Railroads","New road construction","Low Threat","1","0","2017"
"555542337","tarek","Completed","Assessment","Wadi Rum Protected Area","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Habitat shifting / alteration","Data Deficient","1","1","2017"
"555542337","tarek","Completed","Assessment","Wadi Rum Protected Area","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Decrease in tourism-related benefits due to regional instability","Low Threat","1","0","2017"
"14177","naomi","Completed","Assessment","Sundarbans National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Sea level rise","Very High Threat","1","1","2017"
"10907","vernonbooth","Completed","Assessment","Mana Pools National Park, Sapi and Chewore Safari Areas","Energy Production and Mining","Oil/ Gas exploration/development","Oil and other mineral prospection","High Threat","0","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Agriculture and Aquaculture","Crops","Agricultural expansion at inland fringes","Low Threat","0","1","2017"
"555542337","tarek","Completed","Assessment","Wadi Rum Protected Area","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism-related infrastructure.","High Threat","1","1","2017"
"20399","vernonbooth","Completed","Assessment","Mosi-oa-Tunya / Victoria Falls","Natural System Modifications","Dams/ Water Management or Use","Upstream water abstraction and use","Data Deficient","1","0","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Natural System Modifications","Dams/ Water Management or Use","Upstream water extraction /impoundment","High Threat","0","1","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Energy Production and Mining","Mining/ Quarrying","Mining","High Threat","0","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Other","Other","Sea level rise","Very High Threat","1","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Pollution","Household Sewage/ Urban Waste Water","Impacts from the proposed Rampal Power Plant Development","Very High Threat","1","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Pollution","Water Pollution","Impacts from the proposed Rampal Power Plant Development","Very High Threat","1","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Pollution","Air Pollution","Impacts from the proposed Rampal Power Plant Development","Very High Threat","1","1","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Pollution","Industrial/ Military Effluents","Impacts from the proposed Rampal Power Plant Development","Very High Threat","1","1","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Pollution","Water Pollution","Pollution and/or eutrophication of waters","Low Threat","1","1","2017"
"20399","vernonbooth","Completed","Assessment","Mosi-oa-Tunya / Victoria Falls","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Excessive tourist use","Very High Threat","1","1","2017"
"10907","vernonbooth","Completed","Assessment","Mana Pools National Park, Sapi and Chewore Safari Areas","Agriculture and Aquaculture","Crops","Development of irrigated agriculture","Very Low Threat","0","1","2017"
"10907","vernonbooth","Completed","Assessment","Mana Pools National Park, Sapi and Chewore Safari Areas","Natural System Modifications","Dams/ Water Management or Use","New dam construction","Low Threat","0","1","2017"
"10907","vernonbooth","Completed","Assessment","Mana Pools National Park, Sapi and Chewore Safari Areas","Biological Resource Use","Hunting (commercial/subsistence)","Commercial bushmeat poaching","Low Threat","1","1","2017"
"20399","vernonbooth","Completed","Assessment","Mosi-oa-Tunya / Victoria Falls","Natural System Modifications","Dams/ Water Management or Use","Batoka Gorge Dam","Low Threat","1","0","2017"
"124385","thierry","Completed","Assessment","W National Park of Niger","Human Intrusions and Disturbance","Other Activities","Pression anthropique","High Threat","1","1","2017"
"124385","thierry","Completed","Assessment","W National Park of Niger","Natural System Modifications","Dams/ Water Management or Use","Barrage de Dyondyonga","Low Threat","0","1","2017"
"124385","thierry","Completed","Assessment","W National Park of Niger","Pollution","Water Pollution","Pollution","High Threat","1","1","2017"
"124385","thierry","Completed","Assessment","W National Park of Niger","Pollution","Solid Waste","Ordures ménagères","Low Threat","0","1","2017"
"124385","thierry","Completed","Assessment","W National Park of Niger","Climate Change and Severe Weather","Droughts","Stress hydrique","Low Threat","1","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Geological Events","Erosion and Siltation/ Deposition","Sediment trapping and accumulation","High Threat","1","0","2017"
"67728","tobias","In Progress","Assessment","Danube Delta","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism infrastructure","High Threat","1","0","2017"
"67728","tobias","In Progress","Assessment","Danube Delta","Climate Change and Severe Weather","Droughts","Climate change","High Threat","1","1","2017"
"67728","tobias","In Progress","Assessment","Danube Delta","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"67728","tobias","In Progress","Assessment","Danube Delta","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","High Threat","1","1","2017"
"555622043","tilman","Completed","Assessment","Khangchendzonga National Park","Transportation and Service Corridors","Roads/ Railroads","Military activity in the border area north of KNP","Low Threat","1","1","2017"
"67728","tobias","In Progress","Assessment","Danube Delta","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","High Threat","1","1","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Uncontrolled tourism","Very Low Threat","1","1","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Biological Resource Use","Logging/ Wood Harvesting","Illegal logging","Data Deficient","1","0","2017"
"4326","tobias","In Progress","Assessment","Durmitor National Park","Natural System Modifications","Dams/ Water Management or Use","Hydroelectricity projects","Very High Threat","1","1","2017"
"4326","tobias","In Progress","Assessment","Durmitor National Park","Other","Other","Boundary modifications","High Threat","1","1","2017"
"4326","tobias","In Progress","Assessment","Durmitor National Park","Climate Change and Severe Weather","Temperature extremes","Climate changes","Low Threat","1","1","2017"
"9613","tobias","In Progress","Assessment","Pirin National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Low Threat","1","0","2017"
"9613","tobias","In Progress","Assessment","Pirin National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Extension of ski zones","Very High Threat","1","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Natural System Modifications","Fire/ Fire Suppression","Human induced fires","Low Threat","0","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","Dredging of Danube shipping lanes","Data Deficient","0","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive animal species","Data Deficient","0","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Pollution","Water Pollution","Eutrophication","High Threat","1","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Pollution","Air Pollution","Industrial air-borne pollutants","Very Low Threat","0","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Climate Change and Severe Weather","Droughts","Lack of periodical flooding from the Danube","Data Deficient","1","1","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Climate Change and Severe Weather","Storms/Flooding","Extreme storms","Low Threat","1","0","2017"
"9612","tobias","In Progress","Assessment","Srebarna Nature Reserve","Climate Change and Severe Weather","Storms/Flooding","Flooding","Low Threat","1","0","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Energy Production and Mining","Mining/ Quarrying","Small scale mining","Very Low Threat","1","0","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Pollution","Water Pollution","River pollution","Data Deficient","1","0","2017"
"900880","tobias","In Progress","Assessment","Uvs Nuur Basin","Biological Resource Use","Hunting (commercial/subsistence)","Commercial hunting","Low Threat","1","0","2017"
"903135","wendy","In Progress","Assessment","Monarch Butterfly Biosphere Reserve","Other","Other","Habitat loss and alterations within the broad range of habitats required for the life and migration cycle.","Very High Threat","0","0","2017"
"555622043","tilman","Completed","Assessment","Khangchendzonga National Park","Climate Change and Severe Weather","Temperature extremes","Shrinking glaciers","High Threat","1","1","2017"
"4322","wendy","In Progress","Assessment","Ichkeul National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"4322","wendy","In Progress","Assessment","Ichkeul National Park","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","1","2017"
"4322","wendy","In Progress","Assessment","Ichkeul National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Data Deficient","1","1","2017"
"903135","wendy","In Progress","Assessment","Monarch Butterfly Biosphere Reserve","Energy Production and Mining","Mining/ Quarrying","Mining/ Quarrying","High Threat","0","0","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Invasive locusts","Data Deficient","1","0","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Potential introduction of rats","High Threat","1","0","2017"
"20062","thierry","In Progress","Assessment","Sian Ka'an","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"20062","thierry","In Progress","Assessment","Sian Ka'an","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2017"
"900630","thierry","Completed","Assessment","Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks","Other","Other","Biological isolation","High Threat","1","1","2017"
"10747","elenaperez","Completed","Assessment","Huascarán National Park","Transportation and Service Corridors","Roads/ Railroads","Construcción de carreteras","High Threat","1","1","2017"
"900630","thierry","Completed","Assessment","Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks","Climate Change and Severe Weather","Storms/Flooding","Climate Change","High Threat","1","1","2017"
"900630","thierry","Completed","Assessment","Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks","Climate Change and Severe Weather","Droughts","Climate Change","High Threat","1","1","2017"
"191","wendy","In Progress","Assessment","Galápagos Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","New introductions and re-introduction of invasives","Very High Threat","1","0","2017"
"12206","wendy","In Progress","Assessment","Garajonay National Park","Climate Change and Severe Weather","Temperature extremes","Increased vulnerability to anticipated climate change","Very High Threat","1","1","2017"
"191","wendy","In Progress","Assessment","Galápagos Islands","Other","Other","Sea level rise","Low Threat","1","0","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Climate Change and Severe Weather","Temperature extremes","Temperature increase","Data Deficient","1","0","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Geological Events","Volcanoes","Possibility of new volcanic eruptions","Low Threat","1","0","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Climate Change and Severe Weather","Ocean acidification","Climate change","Data Deficient","1","0","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","0","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Climate Change and Severe Weather","Storms/Flooding","Climate change","Data Deficient","1","0","2017"
"900633","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Transportation and Service Corridors","Roads/ Railroads","Fragmentation","Low Threat","0","1","2017"
"900633","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Energy Production and Mining","Renewable Energy","Hydropower","Low Threat","1","1","2017"
"18862","elena","In Progress","Assessment","Meteora","Natural System Modifications","Fire/ Fire Suppression","Moderate risk of fires","Low Threat","1","0","2017"
"10747","elenaperez","Completed","Assessment","Huascarán National Park","Climate Change and Severe Weather","Storms/Flooding","Cambio climático","Very High Threat","1","1","2017"
"18862","elena","In Progress","Assessment","Meteora","Geological Events","Earthquakes/ Tsunamis","Moderate seismic risk","Data Deficient","1","0","2017"
"18862","elena","In Progress","Assessment","Meteora","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Possible habitat alteration due to climate change","Data Deficient","1","0","2017"
"555577560","wendy","In Progress","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Climate Change and Severe Weather","Temperature extremes","Anticipated effects of climate change","High Threat","1","1","2017"
"555577560","wendy","In Progress","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Major tourism development plans","High Threat","1","1","2017"
"555577560","wendy","In Progress","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Transportation and Service Corridors","Roads/ Railroads","Major regional and national infrastructure planning projects","High Threat","1","1","2017"
"555577560","wendy","In Progress","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Transportation and Service Corridors","Utility / Service Lines","Major regional and national infrastructure planning projects","High Threat","1","1","2017"
"555556046","wendy","In Progress","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Alien invasive species (AIS)","High Threat","1","1","2017"
"555556046","wendy","In Progress","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Climate Change and Severe Weather","Desertification","Climate Change","High Threat","1","1","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Energy Production and Mining","Renewable Energy","Hydropower and water captation","Data Deficient","1","0","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Transportation and Service Corridors","Roads/ Railroads","Motorway","High Threat","0","1","2017"
"555556046","wendy","In Progress","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Natural System Modifications","Fire/ Fire Suppression","Wildfire","High Threat","1","1","2017"
"555556046","wendy","In Progress","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Geological Events","Volcanoes","Renewed volcanic activity","Very Low Threat","1","1","2017"
"26689","stephenwoodley","Completed","Assessment","Canadian Rocky Mountain Parks","Climate Change and Severe Weather","Storms/Flooding","Flooding","Data Deficient","1","1","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Accroissement du tourisme (potentiel), notamment de plaisance et de croisière","Low Threat","1","1","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Energy Production and Mining","Oil/ Gas exploration/development","Oil and gas exploration and development","Data Deficient","0","1","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Climate Change and Severe Weather","Storms/Flooding","Climate change","Low Threat","1","1","2017"
"555622047","paul","Completed","Assessment","Lut Desert","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourist infrastructure and off-road foot traffic, plus pressure for tourist accommodation to be built near villages situated within the core zone rather than in settlements in the buffer zone and beyond.","Low Threat","1","0","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Energy Production and Mining","Renewable Energy","Geothermal energy development","High Threat","1","1","2017"
"555622045","naomi","Completed","Assessment","Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Increase in visitation from tourism","Low Threat","1","0","2017"
"168242","bernard","Completed","Assessment","East Rennell","Energy Production and Mining","Mining/ Quarrying","Mining","High Threat","1","0","2017"
"2018","matea","Completed","Assessment","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Residential and Commercial Development","Housing/ Urban Areas","Development pressures","Low Threat","0","1","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Natural System Modifications","Dams/ Water Management or Use","Unsustainable levels of water abstraction","Low Threat","1","1","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Residential and Commercial Development","Housing/ Urban Areas","Urban development","Very High Threat","1","1","2017"
"145582","elena","In Progress","Assessment","Cocos Island National Park","Climate Change and Severe Weather","Ocean acidification","Ocean acidification","High Threat","0","1","2017"
"555556045","elena","In Progress","Assessment","Xinjiang Tianshan","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism development","Low Threat","1","0","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Water Pollution","Potential threat of dangerous goods discharge from traffic on state roads","High Threat","1","0","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"555542336","elena","In Progress","Assessment","Ogasawara Islands","Transportation and Service Corridors","Utility / Service Lines","Construction of an airport","Low Threat","0","1","2017"
"555542336","elena","In Progress","Assessment","Ogasawara Islands","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential  increase in visitation","Low Threat","1","0","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Transportation and Service Corridors","Shipping Lanes","Potential ship groundings","Data Deficient","1","1","2017"
"18337","elena","In Progress","Assessment","Hawaii Volcanoes National Park","Climate Change and Severe Weather","Temperature extremes","Drought and warming climate","Very High Threat","1","0","2017"
"2018","matea","Completed","Assessment","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Climate Change and Severe Weather","Ocean acidification","Climate Change","High Threat","1","1","2017"
"18337","elena","In Progress","Assessment","Hawaii Volcanoes National Park","Residential and Commercial Development","Housing/ Urban Areas","Human population  growth in surrounding settlements","High Threat","0","1","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Residential and Commercial Development","Commercial/ Industrial Areas","Infrastructure development","Data Deficient","0","1","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Energy Production and Mining","Mining/ Quarrying","Proposed Soda Ash plant in Lake Natron","High Threat","0","1","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Ongoing increases in tourism and visitation","High Threat","1","1","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Climate Change and Severe Weather","Storms/Flooding","Threat of glacial lake outburst floods","Data Deficient","1","1","2017"
"123456","liloassessor","Completed","Assessment","Test Site","Pollution","Water Pollution","This is a test","Very Low Threat","0","1","2017"
"123456","liloassessor","Completed","Assessment","Test Site","Pollution","Household Sewage/ Urban Waste Water","This is a test","Very Low Threat","0","1","2017"
"902480","naomi","Completed","Assessment","Dong Phayayen-Khao Yai Forest Complex","Transportation and Service Corridors","Roads/ Railroads","Reopening and/or expansion of roads bisecting the property.","Low Threat","1","1","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Other","Other","Ebola hemorrhagic fever","High Threat","1","1","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Energy Production and Mining","Mining/ Quarrying","Industrial mining","High Threat","0","1","2017"
"9628","emmamorgan","Completed","Assessment","Vallée de Mai Nature Reserve","Natural System Modifications","Fire/ Fire Suppression","Fire threat","High Threat","1","0","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Energy Production and Mining","Renewable Energy","Lesotho Highlands Water Development Phase 2","Low Threat","0","1","2017"
