"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","rating","inside_site","outside_site","assessment_version_id","assessment_cycle"
"191","elena","In Progress","Assessment","Galápagos Islands","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very High Threat","1","0","6966","2017"
"191","elena","In Progress","Assessment","Galápagos Islands","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","0","6966","2017"
"18862","elena","In Progress","Assessment","Meteora","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","1","7002","2017"
"903135","wendy","In Progress","Assessment","Monarch Butterfly Biosphere Reserve","Biological Resource Use","Logging/ Wood Harvesting","Very High Threat","1","1","6968","2017"
"903135","wendy","In Progress","Assessment","Monarch Butterfly Biosphere Reserve","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","6968","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Geological Events","Erosion and Siltation/ Deposition","Very Low Threat","1","0","6970","2017"
"18862","elena","In Progress","Assessment","Meteora","Biological Resource Use","Poaching","Very Low Threat","1","0","7002","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","6970","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","6970","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Biological Resource Use","Poaching","Low Threat","1","1","6970","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Agriculture and Aquaculture","Crop production","Low Threat","1","0","6970","2017"
"4322","tarek","In Progress","Assessment","Ichkeul National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","0","6970","2017"
"12206","wendy","In Progress","Assessment","Garajonay National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","6972","2017"
"12206","wendy","In Progress","Assessment","Garajonay National Park","Natural System Modifications","Fire/ Fire Suppression","Very High Threat","1","1","6972","2017"
"12206","wendy","In Progress","Assessment","Garajonay National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","1","6972","2017"
"12206","wendy","In Progress","Assessment","Garajonay National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","6972","2017"
"18862","elena","In Progress","Assessment","Meteora","Transportation and Service Corridors","Utility / Service Lines","Low Threat","1","0","7002","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very Low Threat","1","1","6974","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","6974","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","6974","2017"
"903132","wendy","In Progress","Assessment","Teide National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","6974","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very High Threat","1","1","6746","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","6951","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","6951","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","0","6951","2017"
"18862","elena","In Progress","Assessment","Meteora","Other","Other","Very High Threat","1","0","7002","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Geological Events","Volcanoes","Low Threat","1","0","6951","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Human Intrusions and Disturbance","Other Activities","Low Threat","1","0","6951","2017"
"555622041","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","0","6951","2017"
"18862","elena","In Progress","Assessment","Meteora","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","7002","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Biological Resource Use","Poaching","High Threat","1","1","6977","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","6977","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Pollution","Water Pollution","High Threat","1","1","6977","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Climate Change and Severe Weather","Temperature extremes","High Threat","1","1","6933","2017"
"18862","elena","In Progress","Assessment","Meteora","Natural System Modifications","Other Ecosystem Modifications","Low Threat","0","1","7002","2017"
"18862","elena","In Progress","Assessment","Meteora","Pollution","Water Pollution","High Threat","0","1","7002","2017"
"18862","elena","In Progress","Assessment","Meteora","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Low Threat","0","1","7002","2017"
"18862","elena","In Progress","Assessment","Meteora","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","7002","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Agriculture and Aquaculture","Crops","High Threat","1","1","6977","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","1","6977","2017"
"20062","thierry","Completed","Assessment","Sian Ka'an","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","1","6977","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7004","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Data Deficient","1","0","7106","2017"
"555577560","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Natural System Modifications","Dams/ Water Management or Use","High Threat","0","1","7007","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","7014","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","1","7154","2017"
"555577560","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","7007","2017"
"555577560","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Agriculture and Aquaculture","Crops","High Threat","1","1","7007","2017"
"555577560","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7007","2017"
"555577560","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","7007","2017"
"555556046","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Other","Other","High Threat","1","1","7010","2017"
"555556046","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Energy Production and Mining","Mining/ Quarrying","Low Threat","1","1","7010","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Human Intrusions and Disturbance","Other Activities","High Threat","1","0","6933","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Low Threat","1","1","7004","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Other","Other","Low Threat","1","1","7004","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Natural System Modifications","Dams/ Water Management or Use","Low Threat","1","0","7004","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Pollution","Water Pollution","Low Threat","1","1","7004","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Natural System Modifications","Other Ecosystem Modifications","High Threat","0","0","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","0","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Residential and Commercial Development","Housing/ Urban Areas","High Threat","0","1","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","1","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Low Threat","1","0","7014","2017"
"5002","tilman","In Progress","Assessment","Río Plátano Biosphere Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very Low Threat","1","1","7288","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Natural System Modifications","Dams/ Water Management or Use","Very High Threat","1","1","7014","2017"
"555542339","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Pollution","Water Pollution","High Threat","1","1","7014","2017"
"555622047","paul","Completed","Assessment","Lut Desert","Residential and Commercial Development","Housing/ Urban Areas","High Threat","1","0","7012","2017"
"67727","thomas","Completed","Assessment","Aïr and Ténéré Natural Reserves","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","0","7016","2017"
"67727","thomas","Completed","Assessment","Aïr and Ténéré Natural Reserves","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","0","7016","2017"
"5002","tilman","In Progress","Assessment","Río Plátano Biosphere Reserve","Geological Events","Erosion and Siltation/ Deposition","Data Deficient","1","1","7288","2017"
"26651","elena","In Progress","Assessment","Rio Abiseo National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","7435","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Biological Resource Use","Poaching","Low Threat","1","1","7023","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","7023","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7023","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Biological Resource Use","Other Biological Resource Use","Data Deficient","1","1","7023","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7023","2017"
"903130","elena","Completed","Assessment","Jeju Volcanic Island and Lava Tubes","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","0","1","7139","2017"
"12209","paul","Completed","Assessment","Škocjan Caves","Residential and Commercial Development","Commercial/ Industrial Areas","High Threat","0","1","7004","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Climate Change and Severe Weather","Temperature extremes","High Threat","1","0","7028","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Climate Change and Severe Weather","Ocean acidification","High Threat","1","0","7028","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","0","6933","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Pollution","Industrial/ Military Effluents","High Threat","1","1","6933","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","0","7128","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Energy Production and Mining","Mining/ Quarrying","Data Deficient","1","0","7128","2017"
"555556045","remco","Completed","Assessment","Xinjiang Tianshan","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Low Threat","1","0","7104","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7106","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","0","1","7028","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7028","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Biological Resource Use","Poaching","Data Deficient","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Biological Resource Use","Hunting (commercial/subsistence)","Data Deficient","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Natural System Modifications","Other Ecosystem Modifications","Low Threat","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","1","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Agricultural/ Forestry Effluents","High Threat","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Household Sewage/ Urban Waste Water","High Threat","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Water Pollution","High Threat","1","0","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Household Sewage/ Urban Waste Water","High Threat","1","1","7106","2017"
"2016","elena","In Progress","Assessment","Plitvice Lakes National Park","Pollution","Agricultural/ Forestry Effluents","Very Low Threat","1","0","7106","2017"
"18337","mizuki","Completed","Assessment","Hawaii Volcanoes National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","0","7124","2017"
"902480","naomi","Completed","Assessment","Dong Phayayen-Khao Yai Forest Complex","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","0","7108","2017"
"18337","mizuki","Completed","Assessment","Hawaii Volcanoes National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","0","7124","2017"
"18337","mizuki","Completed","Assessment","Hawaii Volcanoes National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","0","1","7124","2017"
"26653","mizuki","Completed","Assessment","Tsingy de Bemaraha Strict Nature Reserve","Biological Resource Use","Other Biological Resource Use","Low Threat","0","0","7343","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","0","7128","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Transportation and Service Corridors","Flight Paths","Low Threat","1","0","7128","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","1","7128","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","1","7154","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Pollution","Solid Waste","High Threat","1","0","7128","2017"
"2007","elena","In Progress","Assessment","Sagarmatha National Park","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Data Deficient","1","1","7128","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Transportation and Service Corridors","Roads/ Railroads","High Threat","0","1","7130","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Biological Resource Use","Poaching","High Threat","1","1","7130","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Energy Production and Mining","Mining/ Quarrying","Low Threat","0","1","7130","2017"
"555547988","elena","Completed","Assessment","Sangha Trinational","Agriculture and Aquaculture","Crops","Low Threat","0","1","7130","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Data Deficient","1","0","6704","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Climate Change and Severe Weather","Storms/Flooding","Data Deficient","1","0","6704","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","0","6704","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","7143","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Very High Threat","0","0","7143","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","0","0","7143","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","7154","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Agriculture and Aquaculture","Crops","High Threat","1","0","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Energy Production and Mining","Renewable Energy","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Agriculture and Aquaculture","Forestry/ Wood production","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Pollution","Water Pollution","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Geological Events","Avalanches/ Landslides","High Threat","1","1","7141","2017"
"555547990","elenaperez","Completed","Assessment","Western Ghats","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","1","7141","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Residential and Commercial Development","Housing/ Urban Areas","Very Low Threat","0","1","7159","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Natural System Modifications","Dams/ Water Management or Use","Very High Threat","1","1","7143","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7143","2017"
"10901","elenaperez","Completed","Assessment","Iguazú National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7145","2017"
"10901","elenaperez","Completed","Assessment","Iguazú National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","7145","2017"
"10901","elenaperez","Completed","Assessment","Iguazú National Park","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","0","7145","2017"
"10901","elenaperez","Completed","Assessment","Iguazú National Park","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","7145","2017"
"10901","elenaperez","Completed","Assessment","Iguazú National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7145","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Climate Change and Severe Weather","Temperature extremes","Very High Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Energy Production and Mining","Mining/ Quarrying","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Energy Production and Mining","Renewable Energy","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Data Deficient","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","High Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Transportation and Service Corridors","Utility / Service Lines","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Natural System Modifications","Fire/ Fire Suppression","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Natural System Modifications","Dams/ Water Management or Use","Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Pollution","Household Sewage/ Urban Waste Water","Very Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Pollution","Agricultural/ Forestry Effluents","Low Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Very High Threat","1","1","7154","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Climate Change and Severe Weather","Droughts","High Threat","1","1","7154","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7172","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","7154","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","7159","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Climate Change and Severe Weather","Ocean acidification","Data Deficient","1","1","7156","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","1","7156","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Pollution","Household Sewage/ Urban Waste Water","Low Threat","1","0","7156","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Transportation and Service Corridors","Utility / Service Lines","Low Threat","0","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Agriculture and Aquaculture","Forestry/ Wood production","Very Low Threat","0","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Transportation and Service Corridors","Flight Paths","Very Low Threat","1","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Biological Resource Use","Poaching","Very Low Threat","1","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","7159","2017"
"17761","david","Completed","Assessment","Kilimanjaro National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very Low Threat","1","0","7188","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Very Low Threat","0","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Energy Production and Mining","Mining/ Quarrying","Data Deficient","0","1","7159","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","1","7159","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Other","Other","Low Threat","1","0","7156","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","7156","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","7110","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","0","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Transportation and Service Corridors","Roads/ Railroads","High Threat","1","1","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very High Threat","1","0","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Pollution","Water Pollution","Low Threat","1","0","7172","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Biological Resource Use","Poaching","Low Threat","1","1","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Pollution","Water Pollution","Low Threat","1","0","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Pollution","Agricultural/ Forestry Effluents","Low Threat","1","0","7110","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Pollution","Household Sewage/ Urban Waste Water","Low Threat","1","0","7110","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","7168","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Human Intrusions and Disturbance","Other Activities","Low Threat","1","0","7168","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Other","Other","Very Low Threat","0","1","7168","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","1","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Climate Change and Severe Weather","Droughts","Low Threat","1","0","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Biological Resource Use","Poaching","High Threat","1","1","7172","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","High Threat","1","1","7172","2017"
