"wdpa_id","assessment_version_id","screenname","status","stage","name_en","values_","criterion","trend","state_","is_biodiv_whval","assessment_cycle"
"903134","6933","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Diversité d’espèces marines","10","Stable","Good","0","2017"
"9613","6939","elenaperez","Completed","Assessment","Pirin National Park","Diverse limestone mountain landscapes","8","Stable","Low Concern","0","2017"
"9613","6939","elenaperez","Completed","Assessment","Pirin National Park","Mountain scenery of exceptional beauty","7","Deteriorating","High Concern","0","2017"
"4326","6937","elenaperez","Completed","Assessment","Durmitor National Park","Geological features","8","Stable","Low Concern","0","2017"
"4326","6937","elenaperez","Completed","Assessment","Durmitor National Park","Exceptional natural beauty","7","Deteriorating","High Concern","0","2017"
"67728","6935","matea","Completed","Assessment","Danube Delta","The largest continuous marshland of Europe and the second-largest delta","7","Stable","Low Concern","0","2017"
"9613","6939","elenaperez","Completed","Assessment","Pirin National Park","A good example of the continuing evolution of flora and an example of high mountain ecosystems in natural condition","9","Deteriorating","High Concern","0","2017"
"900630","6944","thierry","Completed","Assessment","Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks","Key habitats and species that characterize the Cerrado Ecoregion","10","Deteriorating","Low Concern","0","2017"
"900880","6943","elena","Completed","Assessment","Uvs Nuur Basin","Rare and threatened bird species","10","Data Deficient","Good","0","2017"
"900880","6943","elena","Completed","Assessment","Uvs Nuur Basin","Diversity of landscapes, ecosystems and habitats","9","Deteriorating","Low Concern","0","2017"
"14177","6904","naomi","Completed","Assessment","Sundarbans National Park","Rare and threatened reptiles","10","Data Deficient","Low Concern","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Large, ecologically dynamic self-sustaining ecosystem","10","Stable","Good","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Exceptional landscape","7","Stable","Good","0","2017"
"14177","6904","naomi","Completed","Assessment","Sundarbans National Park","Rare and threatened terrestrial and aquatic mammals","10","Data Deficient","Low Concern","0","2017"
"14177","6904","naomi","Completed","Assessment","Sundarbans National Park","The largest area of mangrove forest in the world","9","Deteriorating","High Concern","0","2017"
"555556046","7010","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Stable","Low Concern","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Abundance and diversity of geomorphological features","8","Stable","Good","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Exceptional seascape","7","Stable","Good","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Variety of undisturbed ecosystems","9","Stable","Good","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Geological processes","8","Stable","Good","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Superlative scenic features","7","Deteriorating","Low Concern","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","The largest and the longest glacier in Europe","8","Deteriorating","Low Concern","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Habitat variety","9","Data Deficient","Data Deficient","0","2017"
"900633","6950","wendy","Completed","Assessment","Swiss Alps Jungfrau-Aletsch","Ecological processes (plant succession and colonization)","9","Stable","Low Concern","0","2017"
"555512002","7028","elena","Completed","Assessment","Phoenix Islands Protected Area","Exceptionally pristine oceanic wilderness","7","Improving","Good","0","2017"
"191","6966","elenaperez","Completed","Assessment","Galápagos Islands","Unique geological and geomorphological features","8","Stable","Good","0","2017"
"903132","6974","mizuki","Completed","Assessment","Teide National Park","Exceptional volcanic system of outstanding geodiversity","8","Stable","Good","0","2017"
"191","6966","elenaperez","Completed","Assessment","Galápagos Islands","High species diversity, including endemic and endangered species","10","Deteriorating","High Concern","0","2017"
"191","6966","elenaperez","Completed","Assessment","Galápagos Islands","Unique example of how ecological, evolutive and biogeographic processes model islands flora and fauna","9","Deteriorating","High Concern","0","2017"
"903132","6974","mizuki","Completed","Assessment","Teide National Park","Volcanic landscape of outstanding natural beauty and diversity","7","Stable","Low Concern","0","2017"
"4322","6970","tarek","Completed","Assessment","Ichkeul National Park","Waterbirds of global conservation concern","10","Improving","Data Deficient","0","2017"
"4322","6970","tarek","Completed","Assessment","Ichkeul National Park","Wintering area for palaearctic waterfowl","10","Improving","High Concern","0","2017"
"12206","6972","elenaperez","Completed","Assessment","Garajonay National Park","Laurel forest with very high degree of floral and faunal endemism","9","Improving","High Concern","0","2017"
"12206","6972","elenaperez","Completed","Assessment","Garajonay National Park","Exceptional remnants of a rare and exceptionally beautiful forest type","7","Improving","High Concern","0","2017"
"902479","6746","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","High variety of endemic terrestrial species","10","Stable","Low Concern","0","2017"
"902479","6746","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Outstanding natural laboratory for scientific research","9","Deteriorating","High Concern","0","2017"
"902479","6746","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Key ecological link in the Tropical Eastern Pacific","9","Deteriorating","High Concern","0","2017"
"902479","6746","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","High diversity of threatened marine fish and cetaceans","10","Deteriorating","High Concern","0","2017"
"902479","6746","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Endemic corals and threatened turtles","10","Deteriorating","High Concern","0","2017"
"903135","6968","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","The most dramatic known manifestation of the phenomenon of insect migration","7","Deteriorating","Critical","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Significant importance for breeding seabirds","10","Stable","Good","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Unique set of biological and ecologcal processes","9","Stable","Good","0","2017"
"555556046","7010","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Rare, endangered and endemic species of flora and fauna","10","Stable","Low Concern","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Outstanding marine biodiversity","10","Stable","Good","0","2017"
"18862","7002","elena","Completed","Assessment","Meteora","Landscape of exceptional natural beauty and aesthetic importance","7","Stable","Low Concern","0","2017"
"20062","6977","thierry","Completed","Assessment","Sian Ka'an","Scenic beauty of mosaic of landscape elements","7","Deteriorating","Low Concern","0","2017"
"18862","7002","elena","Completed","Assessment","Meteora","Superlative natural phenomenon","7","Stable","Low Concern","0","2017"
"555577560","7007","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Rare species and high species richness","10","Deteriorating","High Concern","0","2017"
"555556046","7010","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Scientific importance (desert ecology and biology)","10","Stable","Low Concern","0","2017"
"12209","7004","paul","Completed","Assessment","Škocjan Caves","On-going geological karst processes","8","Stable","Low Concern","0","2017"
"555622041","6951","wendy","Completed","Assessment","Archipiélago de Revillagigedo","Outstanding terrestrial biodiversity","10","Stable","Low Concern","0","2017"
"12209","7004","paul","Completed","Assessment","Škocjan Caves","History of cave exploration","8","Stable","Good","0","2017"
"555577560","7007","elenaperez","Completed","Assessment","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Major and highly valuable remnant of a vast human-environment forest system","9","Deteriorating","High Concern","0","2017"
"12209","7004","paul","Completed","Assessment","Škocjan Caves","Exceptional natural karst phenomenon","7","Deteriorating","Low Concern","0","2017"
"555556046","7010","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Scientific importance of volcanic and geological features","8","Stable","Good","0","2017"
"555556046","7010","elenaperez","Completed","Assessment","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary volcanic and geological features","8","Improving","Low Concern","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","7","Data Deficient","Data Deficient","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Diverse assemblage of mammals, including rare and endangered species","10","Improving","Good","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Deteriorating","Low Concern","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Data Deficient","Low Concern","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Exceptional geo-morphological features of the Great Rift Valley","8","Stable","Good","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","Outstanding natural beauty","7","Deteriorating","Low Concern","0","2017"
"555622047","7012","paul","Completed","Assessment","Lut Desert","rocky desert","7","Data Deficient","Good","0","2017"
"555622047","7012","paul","Completed","Assessment","Lut Desert","rocky desert","8","Data Deficient","Good","0","2017"
"555622047","7012","paul","Completed","Assessment","Lut Desert","superlative examples of yardangs","7","Data Deficient","Good","0","2017"
"555622047","7012","paul","Completed","Assessment","Lut Desert","superlative examples of yardangs","8","Data Deficient","Good","0","2017"
"67727","7016","thomas","Completed","Assessment","Aïr and Ténéré Natural Reserves","Un assemblage remarquable d'écosystèmes reliques combiné à des paysages exceptionnels","7","Deteriorating","High Concern","0","2017"
"555542339","7014","steveomondi","Completed","Assessment","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Deteriorating","Low Concern","0","2017"
"145585","7023","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Spectacular mountain scenery","7","Deteriorating","Low Concern","0","2017"
"145585","7023","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Diversity of evolving habitats","9","Improving","Low Concern","0","2017"
"555512002","7028","elena","Completed","Assessment","Phoenix Islands Protected Area","An exceptional site for on-going marine and terrestrial evolutionary processes","9","Improving","Good","0","2017"
"555512002","7028","elena","Completed","Assessment","Phoenix Islands Protected Area","Exceptional scale of the property and number of intact seamounts","7","Stable","Good","0","2017"
"903130","7139","elena","Completed","Assessment","Jeju Volcanic Island and Lava Tubes","An outstanding shield volcano with an extensive lava tube system","7","Stable","Good","0","2017"
"2016","7106","elenaperez","Completed","Assessment","Plitvice Lakes National Park","Forest ecosystems","9","Stable","Low Concern","0","2017"
"2016","7106","elenaperez","Completed","Assessment","Plitvice Lakes National Park","Exceptional aesthetic value","7","Deteriorating","Low Concern","0","2017"
"900629","7211","elenaperez","Completed","Assessment","Central Sikhote-Alin","Vast complex of pristine temperate forest of exceptionally high plant biodiversity","10","Stable","Low Concern","0","2017"
"555556045","7104","remco","Completed","Assessment","Xinjiang Tianshan","Outstanding example of biological evolution in an arid continental climate, with relict, rare, endangered and endemic species","9","Stable","Good","0","2017"
"555556045","7104","remco","Completed","Assessment","Xinjiang Tianshan","An outstanding scenic area comprising part of the largest mountain chain in the world’s temperate arid region","7","Stable","Good","0","2017"
"198299","7110","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Globally significant habitat for biodiversity conservation","10","Deteriorating","High Concern","0","2017"
"220294","7213","alistair","Completed","Assessment","Greater Blue Mountains Area","An outstanding diversity of habitats and plant communities","10","Stable","Low Concern","0","2017"
"220294","7213","alistair","Completed","Assessment","Greater Blue Mountains Area","A centre of diversification for the Australian scleromorphic flora","9","Data Deficient","High Concern","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Important site for the conservation of Sudano-Guinean species","10","Data Deficient","Data Deficient","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Habitat of rare and endangered animal species","10","Improving","High Concern","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Variety of animal species","10","Improving","High Concern","0","2017"
"198299","7110","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","High level of biodiversity","10","Data Deficient","Low Concern","0","2017"
"555542336","7114","remco","Completed","Assessment","Ogasawara Islands","Valuable evidence of fine-scale evolutionary processes","9","Stable","Low Concern","0","2017"
"555542336","7114","remco","Completed","Assessment","Ogasawara Islands","Exceptionally high levels of endemism in selected taxonomic groups","9","Stable","Low Concern","0","2017"
"198299","7110","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Rare and threatened birds.","10","Data Deficient","Low Concern","0","2017"
"555547990","7141","elenaperez","Completed","Assessment","Western Ghats","Large scale biological and ecological processes constituting one of the best examples of a tropical monsoon system on the planet","9","Data Deficient","Good","0","2017"
"555547990","7141","elenaperez","Completed","Assessment","Western Ghats","Exceptionally high levels of speciation and evolutionary radiation","9","Data Deficient","Good","0","2017"
"198299","7110","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Spectacular landscape","7","Stable","Low Concern","0","2017"
"2579","7331","destry","Completed","Assessment","Olympic National Park","Wilderness coastline","7","Stable","Low Concern","0","2017"
"198299","7110","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Underground river","7","Stable","Good","0","2017"
"18337","7124","mizuki","Completed","Assessment","Hawaii Volcanoes National Park","Exceptional volcanic landscape","8","Stable","Good","0","2017"
"18337","7124","mizuki","Completed","Assessment","Hawaii Volcanoes National Park","Two of the world’s most active and best understood volcanoes","8","Stable","Good","0","2017"
"2007","7128","elena","In Progress","Assessment","Sagarmatha National Park","Dramatic high mountain scenery and superlative natural phenomena including the planet’s highest mountain","7","Deteriorating","Low Concern","0","2017"
"198297","7609","elenaperez","Completed","Assessment","Desembarco del Granma National Park","Sistema de terrazas de caliza más grande y mejor conservado del mundo","7","Stable","Low Concern","0","2017"
"12203","7143","elenaperez","Completed","Assessment","Iguaçu National Park","Exceptional biodiversity","10","Stable","Low Concern","0","2017"
"12203","7143","elenaperez","Completed","Assessment","Iguaçu National Park","One of the largest and most impressive waterfalls in the world","7","Stable","High Concern","0","2017"
"900006","7159","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Large number of endemic and globally threatened bird species","10","Deteriorating","High Concern","0","2017"
"900006","7159","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Outstanding plant species richness","10","Stable","Low Concern","0","2017"
"10901","7145","elenaperez","Completed","Assessment","Iguazú National Park","One of the largest and most impressive waterfalls in the world","7","Stable","High Concern","0","2017"
"17757","7154","elenaperez","Completed","Assessment","Wet Tropics of Queensland","Superlative natural beauty","7","Stable","Good","0","2017"
"17757","7154","elenaperez","Completed","Assessment","Wet Tropics of Queensland","Unique rainforest ecosystems","9","Deteriorating","High Concern","0","2017"
"900006","7159","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Outstanding scenic value expressed by the topographic variation, geology and vegetation","7","Stable","Low Concern","0","2017"
"168239","7156","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Distinctive examples of evolutionary processes which result in high levels of endemism","9","Stable","Low Concern","0","2017"
"68915","7158","remco","Completed","Assessment","Shirakami-Sanchi","Remnant old growth temperate forests in an undisturbed wild state","9","Stable","Good","0","2017"
"168239","7156","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Abundance and diversity of pelagic seabirds, penguins, land birds, invertebrates and plants and important breeding areas for marine mammals","10","Stable","Low Concern","0","2017"
"68915","7158","remco","Completed","Assessment","Shirakami-Sanchi","The last relic of cool-temperate beech forests of Northern Japan with associated species","9","Stable","Low Concern","0","2017"
"17757","7154","elenaperez","Completed","Assessment","Wet Tropics of Queensland","Exceptional biodiversity","10","Deteriorating","High Concern","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Transitional habitat from savannah to rain forest","9","Data Deficient","High Concern","0","2017"
"67724","7168","elena","In Progress","Assessment","Shark Bay, Western Australia","A range for many globally threatened species of plants and animals","10","Stable","Good","0","2017"
"67724","7168","elena","In Progress","Assessment","Shark Bay, Western Australia","Outstanding examples of processes of biological and geomorphic evolution taking place in a largely unmodified environment","9","Stable","Good","0","2017"
"67724","7168","elena","In Progress","Assessment","Shark Bay, Western Australia","Seagrass banks of great geological interest","8","Stable","Good","0","2017"
"67724","7168","elena","In Progress","Assessment","Shark Bay, Western Australia","One of the world’s best examples of a living analogue for the study of the nature and evolution of the earth’s biosphere up until the early Cambrian","8","Stable","Low Concern","0","2017"
"67724","7168","elena","In Progress","Assessment","Shark Bay, Western Australia","Most diverse and abundant examples of stromatolites – the oldest form of life on Earth","7","Stable","Low Concern","0","2017"
"900889","7174","remco","Completed","Assessment","Ha Long Bay","Full range of karst formation processes","8","Data Deficient","Good","0","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Outstanding karst landforms","8","Stable","Good","0","2017"
"10747","7179","elenaperez","Completed","Assessment","Huascarán National Park","Diversidad de rasgos geomorfológicos","8","Stable","Low Concern","0","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Spectacular diversity of cave types","8","Deteriorating","High Concern","0","2017"
"900631","7181","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Spectacular seascape and the highest known population of resident dolphins","7","Stable","Low Concern","0","2017"
"9614","7183","elenaperez","Completed","Assessment","Sangay National Park","Outstanding examples of on-going geological processes characterized by volcanic activity","8","Stable","Good","0","2017"
"61612","7292","elenaperez","Completed","Assessment","Canaima National Park","Formaciones naturales únicas de extraordinaria belleza","7","Stable","Good","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Large, roadless and mostly undisturbed wilderness area largely free of infrastructure","9","Data Deficient","Low Concern","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Large, roadless and mostly undisturbed wilderness area largely free of infrastructure","10","Data Deficient","Low Concern","0","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Scientifically significant caves","8","Deteriorating","High Concern","0","2017"
"17761","7188","david","Completed","Assessment","Kilimanjaro National Park","Spectacular mountain scenery","7","Deteriorating","Low Concern","0","2017"
"17761","7188","david","Completed","Assessment","Kilimanjaro National Park","Africa’s highest peak in and one of the world’s largest free-standing mountains","7","Stable","Good","0","2017"
"900631","7181","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Biodiversity and endangered species of Southern Atlantic","10","Stable","High Concern","0","2017"
"900631","7181","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","A key role in the process of reproduction, dispersal and colonisation by marine organisms in the entire Tropical South Atlantic","9","Stable","Low Concern","0","2017"
"9614","7183","elenaperez","Completed","Assessment","Sangay National Park","High species diversity and important habitats of endangered species","10","Stable","Low Concern","0","2017"
"9614","7183","elenaperez","Completed","Assessment","Sangay National Park","High diversity of vegetation types with altitudinal variations","9","Stable","Low Concern","0","2017"
"9614","7183","elenaperez","Completed","Assessment","Sangay National Park","Outstanding natural beauty","7","Stable","Good","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Diversity of other fauna and flora","10","Data Deficient","Data Deficient","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Diversity of savanna communities","10","Data Deficient","Data Deficient","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Outstanding savanna scenery","7","Stable","Good","0","2017"
"902480","7108","naomi","Completed","Assessment","Dong Phayayen-Khao Yai Forest Complex","Conservation of migratory bird species.","10","Data Deficient","Low Concern","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Diversity of vegetation types","9","Deteriorating","Low Concern","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Diversity of vegetation types","10","Deteriorating","Low Concern","0","2017"
"902368","7626","elena","Completed","Assessment","St Kilda","Outstanding natural features","7","Stable","Good","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Remarkable variety of habitats","9","Data Deficient","High Concern","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Rare and endangered species","10","Improving","Low Concern","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Greatest terrestrial mammal migration on Earth","7","Stable","Good","0","2017"
"2575","7190","mizuki","Completed","Assessment","Serengeti National Park","Complex and complete mammalian community","10","Stable","Good","0","2017"
"5003","7219","remco","Completed","Assessment","Taï National Park","Biodiversité globale et importance des espèces","10","Stable","High Concern","0","2017"
"5003","7219","remco","Completed","Assessment","Taï National Park","Paysage de forêt tropicale humide","7","Stable","Low Concern","0","2017"
"67727","7016","thomas","Completed","Assessment","Aïr and Ténéré Natural Reserves","Habitats importants pour la survie d'espèces menacées","10","Deteriorating","Critical","0","2017"
"2574","7215","remco","Completed","Assessment","Mount Nimba Strict Nature Reserve","Une richesse faunistique et floristique exceptionnelle avec de nombreuses espèces endémiques","10","Stable","High Concern","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Globally significant populations of large mammals","10","Deteriorating","High Concern","0","2017"
"5005","7201","tilman","Completed","Assessment","Selous Game Reserve","Sand rivers and associated floodplains","9","Deteriorating","Data Deficient","0","2017"
"9545","7221","elenaperez","Completed","Assessment","Comoé National Park","Great plant diversity","10","Improving","Low Concern","0","2017"
"2574","7215","remco","Completed","Assessment","Mount Nimba Strict Nature Reserve","Une importante variété d'habitats","9","Stable","Critical","0","2017"
"18863","7205","elenaperez","Completed","Assessment","Mount Athos","Cultural landscape of exceptional aesthetic importance","7","Deteriorating","Low Concern","0","2017"
"67727","7016","thomas","Completed","Assessment","Aïr and Ténéré Natural Reserves","Le dernier bastion de la faune sauvage sahélo-saharienne du Niger, avec une grande variété d'habitats","9","Deteriorating","Critical","0","2017"
"18863","7205","elenaperez","Completed","Assessment","Mount Athos","Exceptional natural beauty","7","Deteriorating","High Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Terrestrial ecosystems","9","Deteriorating","Low Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Subtidal ecosystems","9","Data Deficient","Low Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Intertidal ecosystems","9","Data Deficient","Low Concern","0","2017"
"93295","7207","elizabeth","Completed","Assessment","Waterton-Glacier International Peace Park","Unique ecological complexes","9","Stable","Low Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Terrestrial mammals","10","Deteriorating","High Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Marine mammals and turtles","10","Stable","High Concern","0","2017"
"20388","7209","elenaperez","Completed","Assessment","Banc d'Arguin National Park","Migratory and breeding waterbirds","10","Stable","Low Concern","0","2017"
"4328","7225","elenaperez","Completed","Assessment","Kahuzi-Biéga National Park","Mid altitude and montane tropical forests representative of the Albertine Rift, a zone of exceptional biodiversity and endemism.","10","Improving","High Concern","0","2017"
"220292","7231","remco","Completed","Assessment","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Stable","Low Concern","0","2017"
"93294","7385","elena","In Progress","Assessment","Virgin Komi Forests","Outstanding example of a complex of boreal ecosystems","7","Deteriorating","Low Concern","0","2017"
"93294","7385","elena","In Progress","Assessment","Virgin Komi Forests","Wetland and freshwater ecosystems","9","Deteriorating","High Concern","0","2017"
"198294","7240","elenaperez","Completed","Assessment","Miguasha National Park","Devonian age site with the highest number of best- preserved specimens of the lobe-finned fishes that gave rise to the world’s first tetrapods","8","Stable","Good","0","2017"
"2011","7237","mizuki","Completed","Assessment","Grand Canyon National Park","An ecological refuge, with relatively undisturbed remnants of dwindling ecosystems and numerous endemic, rare or endangered species","10","Stable","High Concern","0","2017"
"2011","7237","mizuki","Completed","Assessment","Grand Canyon National Park","Superlative scenic beauty of the Colorado River","7","Stable","Good","0","2017"
"2011","7237","mizuki","Completed","Assessment","Grand Canyon National Park","Geologic Features and Processes and record of the earths geologic history","8","Deteriorating","High Concern","0","2017"
"2011","7237","mizuki","Completed","Assessment","Grand Canyon National Park","One of the world's most visually powerful landscapes","7","Stable","Low Concern","0","2017"
"555577559","7233","remco","Completed","Assessment","Trang An Landscape Complex","An exceptional geological site showcasing the final stages of tower karst landscape evolution in a humid tropical environment","8","Data Deficient","Low Concern","0","2017"
"555577559","7233","remco","Completed","Assessment","Trang An Landscape Complex","Extraordinarily beautiful and awe-inspiring tower karst landscape","7","Data Deficient","High Concern","0","2017"
"220292","7231","remco","Completed","Assessment","Kinabalu Park","Threatened species and endemics","10","Stable","Good","0","2017"
"220292","7231","remco","Completed","Assessment","Kinabalu Park","High floral and faunal diversity","10","Deteriorating","Good","0","2017"
"9617","7248","mizuki","Completed","Assessment","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Exceptionnelle richesse en espèces d’oiseaux marins dont certaines menacées","10","Stable","Low Concern","0","2017"
"9617","7248","mizuki","Completed","Assessment","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Exceptionnelle richesse de la vie marine, représentative du milieu littoral méditerranéen","10","Stable","Low Concern","0","2017"
"9617","7248","mizuki","Completed","Assessment","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Diversité d’habitats terrestres indispensables à la survie des principales espèces","10","Stable","Low Concern","0","2017"
"9617","7248","mizuki","Completed","Assessment","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Patrimoine géologique","8","Stable","Good","0","2017"
"9617","7248","mizuki","Completed","Assessment","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Beauté naturelle exceptionnelle","7","Stable","Low Concern","0","2017"
"555547987","7252","elenaperez","Completed","Assessment","Lakes of Ounianga","Exceptional natural landscape of great beauty","7","Stable","Good","0","2017"
"124388","7246","elenaperez","Completed","Assessment","Laponian Area","Examples of on-going ecological and biological processes","9","Stable","Good","0","2017"
"124388","7246","elenaperez","Completed","Assessment","Laponian Area","Examples of historic and on-going geological processes (associated with glacial activity)","8","Stable","Good","0","2017"
"124388","7246","elenaperez","Completed","Assessment","Laponian Area","Natural phenomena of exceptional beauty","7","Stable","Good","0","2017"
"124388","7246","elenaperez","Completed","Assessment","Laponian Area","Variety of landscapes, with spectacular mountain scenery","7","Stable","Good","0","2017"
"145590","7250","thierry","Completed","Assessment","Pyrénées - Mont Perdu","Remarkable geological landforms","8","Stable","Good","0","2017"
"145590","7250","thierry","Completed","Assessment","Pyrénées - Mont Perdu","Outstanding scenic landscape","7","Stable","Low Concern","0","2017"
"478637","7256","elenaperez","Completed","Assessment","Göreme National Park and the Rock Sites of Cappadocia","Superlative natural features and spectacular landscape","7","Stable","Low Concern","0","2017"
"902481","7272","elena","Completed","Assessment","Islands and Protected Areas of the Gulf of California","A natural laboratory for the study of speciation and oceanographic processes","9","Deteriorating","High Concern","0","2017"
"903141","7387","elena","Completed","Assessment","Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe","An outstanding example of undisturbed complex temperate forests","9","Stable","Low Concern","0","2017"
"198300","7264","elenaperez","Completed","Assessment","Laurisilva of Madeira","Rare and endemic invertebrates","10","Data Deficient","Data Deficient","0","2017"
"198300","7264","elenaperez","Completed","Assessment","Laurisilva of Madeira","Rare and endemic vertebrates","10","Data Deficient","Data Deficient","0","2017"
"555512001","7266","mizuki","Completed","Assessment","Papahanaumokuakea","Largest tropical seabird rookery in the world","10","Stable","High Concern","0","2017"
"555512001","7266","mizuki","Completed","Assessment","Papahanaumokuakea","Endangered and vulnerable species","10","Stable","Low Concern","0","2017"
