"wdpa_id","screenname","status","stage","name_en","topic","pm_rating","assessment_cycle"
"900629","elena","Completed","Published","Central Sikhote-Alin","Staff training and development","Some Concern","2014"
"900629","elena","Completed","Published","Central Sikhote-Alin","Sustainable use","Effective","2014"
"900629","elena","Completed","Published","Central Sikhote-Alin","Education and interpretation programs","Data Deficient","2014"
"900629","elena","Completed","Published","Central Sikhote-Alin","Tourism and visitation management","Some Concern","2014"
"900629","elena","Completed","Published","Central Sikhote-Alin","Monitoring","Data Deficient","2014"
"900629","elena","Completed","Published","Central Sikhote-Alin","Research","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Legal framework","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Research","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Monitoring","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Tourism and visitation management","Some Concern","2014"
"555556047","elena","Completed","Published","Mount Etna","Education and interpretation programs","Some Concern","2014"
"555556047","elena","Completed","Published","Mount Etna","Sustainable use","Data Deficient","2014"
"555556047","elena","Completed","Published","Mount Etna","Staff training and development","Some Concern","2014"
"555556047","elena","Completed","Published","Mount Etna","Sustainable finance","Some Concern","2014"
"555556047","elena","Completed","Published","Mount Etna","Boundaries","Highly Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"555556047","elena","Completed","Published","Mount Etna","Management effectiveness","Some Concern","2014"
"555556047","elena","Completed","Published","Mount Etna","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"555556047","elena","Completed","Published","Mount Etna","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Legal framework","Some Concern","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Management effectiveness","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Boundaries","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Sustainable finance","Some Concern","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Staff training and development","Highly Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Sustainable use","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Education and interpretation programs","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Tourism and visitation management","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Monitoring","Effective","2014"
"5001","elena","Completed","Published","Lord Howe Island Group","Research","Highly Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Integration into regional and national planning systems (including sea/landscape connectivity)","Data Deficient","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Legal framework","Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Management effectiveness","Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Boundaries","Highly Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Staff training and development","Data Deficient","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Education and interpretation programs","Highly Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Sustainable finance","Data Deficient","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Sustainable use","Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Tourism and visitation management","Data Deficient","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Monitoring","Effective","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Research","Data Deficient","2014"
"2018","elena","Completed","Published","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Legal framework","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Management effectiveness","Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Boundaries","Some Concern","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Staff training and development","Some Concern","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Sustainable use","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Education and interpretation programs","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Tourism and visitation management","Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Monitoring","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Research","Highly Effective","2014"
"198296","elena","Completed","Published","Area de Conservación Guanacaste","Sustainable finance","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Legal framework","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Data Deficient","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Management effectiveness","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Boundaries","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Sustainable finance","Data Deficient","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Staff training and development","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Sustainable use","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Education and interpretation programs","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Tourism and visitation management","Effective","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Monitoring","Some Concern","2014"
"17759","elena","Completed","Published","Gros Morne National Park","Research","Effective","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Tourism and visitation management","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Staff training and development","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Boundaries","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Education and interpretation programs","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Sustainable finance","Serious Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Legal framework","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Monitoring","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Research","Effective","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Implementation of Committee decisions and recommendations","Some Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Sustainable use","Serious Concern","2014"
"555555555","tilman","Completed","Assessment","Blue and John Crow Mountains","Management effectiveness","Some Concern","2014"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Education and interpretation programs","Some Concern","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Legal framework","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Management effectiveness","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Implementation of Committee decisions and recommendations","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Boundaries","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Sustainable finance","Highly Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Monitoring","Some Concern","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Tourism and visitation management","Highly Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Research","Some Concern","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Enforcement","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Staff training and development","Some Concern","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Sustainable use","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"61609","elena","Completed","Assessment","Bwindi Impenetrable National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Implementation of Committee decisions and recommendations","Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Boundaries","Highly Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Sustainable finance","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Staff training and development","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Research","Highly Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Sustainable use","Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Enforcement","Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Monitoring","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Management effectiveness","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Education and interpretation programs","Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Legal framework","Some Concern","2017"
"555556048","elena","Completed","Assessment","Namib Sand Sea","Tourism and visitation management","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Management effectiveness","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Boundaries","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Legal framework","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Sustainable finance","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Tourism and visitation management","Highly Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Research","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Education and interpretation programs","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Staff training and development","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Implementation of Committee decisions and recommendations","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Sustainable use","Effective","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Enforcement","Some Concern","2017"
"555577555","alan","Completed","Assessment","Okavango Delta","Monitoring","Some Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Enforcement","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Management effectiveness","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Sustainable finance","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Education and interpretation programs","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Tourism and visitation management","Some Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Monitoring","Some Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Staff training and development","Some Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Boundaries","Effective","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Sustainable use","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Implementation of Committee decisions and recommendations","Some Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Legal framework","Serious Concern","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"903138","tarek","Completed","Assessment","Socotra Archipelago","Research","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Boundaries","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Legal framework","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Management effectiveness","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Implementation of Committee decisions and recommendations","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Staff training and development","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Education and interpretation programs","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Tourism and visitation management","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Monitoring","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Research","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Enforcement","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Sustainable finance","Some Concern","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"93767","alexbond","Completed","Assessment","Gough and Inaccessible Islands","Sustainable use","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Sustainable use","Serious Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Boundaries","Effective","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Education and interpretation programs","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Serious Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Sustainable finance","Serious Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Legal framework","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Staff training and development","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Tourism and visitation management","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Enforcement","Serious Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Monitoring","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Research","Effective","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Management effectiveness","Serious Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Implementation of Committee decisions and recommendations","Some Concern","2017"
"902479","wendy","Completed","Assessment","Coiba National Park and its Special Zone of Marine Protection","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Implementation of Committee decisions and recommendations","Data Deficient","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Sustainable finance","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Legal framework","Highly Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Management effectiveness","Highly Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Tourism and visitation management","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Enforcement","Data Deficient","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Staff training and development","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Sustainable use","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Education and interpretation programs","Highly Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Monitoring","Highly Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Research","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"903132","mizuki","Completed","Assessment","Teide National Park","Boundaries","Effective","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Implementation of Committee decisions and recommendations","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Tourism and visitation management","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Legal framework","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Management effectiveness","Data Deficient","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Boundaries","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Sustainable finance","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Staff training and development","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Sustainable use","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Education and interpretation programs","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Monitoring","Effective","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Research","Effective","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2017"
"903135","elenaperez","Completed","Assessment","Monarch Butterfly Biosphere Reserve","Enforcement","Serious Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Legal framework","Effective","2017"
"18862","elena","Completed","Assessment","Meteora","Implementation of Committee decisions and recommendations","Highly Effective","2017"
"18862","elena","Completed","Assessment","Meteora","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Data Deficient","2017"
"18862","elena","Completed","Assessment","Meteora","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Management effectiveness","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Boundaries","Effective","2017"
"18862","elena","Completed","Assessment","Meteora","Staff training and development","Data Deficient","2017"
"18862","elena","Completed","Assessment","Meteora","Sustainable use","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Tourism and visitation management","Effective","2017"
"18862","elena","Completed","Assessment","Meteora","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"18862","elena","Completed","Assessment","Meteora","Enforcement","Data Deficient","2017"
"18862","elena","Completed","Assessment","Meteora","Education and interpretation programs","Effective","2017"
"18862","elena","Completed","Assessment","Meteora","Research","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Sustainable finance","Some Concern","2017"
"18862","elena","Completed","Assessment","Meteora","Monitoring","Some Concern","2017"
"555512006","vincentboullet","In Progress","Assessment","Pitons, cirques and remparts of Reunion Island",,,"2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Staff training and development","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Education and interpretation programs","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Management effectiveness","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Implementation of Committee decisions and recommendations","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Sustainable use","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Sustainable finance","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Enforcement","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Tourism and visitation management","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Monitoring","Serious Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Legal framework","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Boundaries","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Research","Some Concern","2017"
"145580","naomi","Completed","Assessment","The Sundarbans","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Boundaries","Highly Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Assessment of the effectiveness of protection and management in addressing threats outside the site",,"2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Staff training and development","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Sustainable finance","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Sustainable use","Data Deficient","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Tourism and visitation management","Data Deficient","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Research","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Legal framework","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Education and interpretation programs","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2017"
"903134","catherinegabrie","Completed","Assessment","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Implementation of Committee decisions and recommendations","Some Concern","2017"
